R_fighter,B_fighter,Winner,weight_class,R_wins,R_losses,B_wins,B_losses,fight_number,B_Stance,B_Height_cms,B_Reach_cms,B_age,B_win_by_Decision,B_win_by_KO/TKO,B_win_by_Submission,R_Stance,R_Height_cms,R_Reach_cms,R_age,R_win_by_Decision,R_win_by_KO/TKO,R_win_by_Submission,Referee,date,location,title_bout,B_avg_KD,B_avg_SIG_STR_pct,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_avg_TD_att,B_avg_TD_landed,R_avg_KD,R_avg_SIG_STR_pct,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_avg_TD_att,R_avg_TD_landed
Wu Yanan,Gina Mazany,Blue,WomenBantamweight,0,0,0,1,1628,Southpaw,167.64,172.72,29,0,0,0,Orthodox,172.72,167.64,21,0,0,0,Marc Goddard,43064,"Shanghai, Hebei, China",FALSE,0,0,0,2,0,0,0,,,,,,,
Cyril Asker,Hu Yaozong,Red,Heavyweight,1,2,0,0,1629,Orthodox,190.5,182.88,22,0,0,0,Orthodox,182.88,187.96,31,0,1,0,Thomas Fan,43064,"Shanghai, Hebei, China",FALSE,,,,,,,,0,0.2525,0.25,39.25,14,1,0.25
Chase Sherman,Shamil Abdurakhimov,Blue,Heavyweight,2,2,2,2,1630,Orthodox,190.5,193.04,36,2,0,0,Orthodox,193.04,198.12,28,1,1,0,Steve Perceval,43064,"Shanghai, Hebei, China",FALSE,0,0.40875,0.21,106.625,64,7.875,2.25,0.25,0.4325,0,202,92.75,0,0
Wuliji Buren,Rolando Dy,Blue,Featherweight,0,0,0,2,1631,Orthodox,172.72,175.26,27,0,0,0,Orthodox,175.26,175.26,28,0,0,0,Herb Dean,43064,"Shanghai, Hebei, China",FALSE,0,0.43,0.125,77.5,36.5,2,0.5,,,,,,,
Elias Theodorou,Daniel Kelly,Red,Middleweight,5,2,6,2,1632,Southpaw,182.88,177.8,40,4,1,1,Orthodox,185.42,190.5,29,3,2,0,Leon Roberts,43057,"Sydney, New South Wales, Australia",FALSE,0,0.32046875,0.14078125,89.9453125,41.921875,2.984375,0.6640625,0,0.3634375,0.3146875,135.4375,67.75,6.09375,1.96875
Bec Rawlings,Jessica-Rose Clark,Blue,WomenFlyweight,2,3,0,0,1633,Orthodox,165.1,162.56,29,0,0,0,Orthodox,167.64,162.56,28,1,0,1,John Sharp,43057,"Sydney, New South Wales, Australia",FALSE,,,,,,,,0,0.34375,0.29125,131.5,46.9375,1.5,0.625
Jake Matthews,Bojan Velickovic,Red,Welterweight,4,3,2,3,1634,Southpaw,182.88,193.04,28,1,1,0,Orthodox,180.34,185.42,23,0,0,3,Jim Perdios,43057,"Sydney, New South Wales, Australia",FALSE,0.25,0.3125,0.10625,171.1875,84.25,3.0625,0.375,0,0.36984375,0.5496875,67.4375,30.765625,2.453125,1.671875
Tim Means,Belal Muhammad,Blue,Welterweight,9,6,3,2,1635,Orthodox,180.34,182.88,29,2,1,0,Orthodox,187.96,190.5,33,4,4,1,Steve Perceval,43057,"Sydney, New South Wales, Australia",FALSE,0,0.40375,0.3275,185.3125,106.25,8,2.8125,0.04699707031,0.5257159424,0.1343994141,120.2208252,57.23974609,0.4317626953,0.1450195313
Alexander Volkanovski,Shane Young,Red,CatchWeight,2,0,0,0,1636,Orthodox,172.72,182.88,24,0,0,0,Orthodox,167.64,180.34,29,1,1,0,John Sharp,43057,"Sydney, New South Wales, Australia",FALSE,,,,,,,,0.5,0.635,0.785,113,74,5,3.5
Ryan Benoit,Ashkan Mokhtarian,Red,Flyweight,2,3,0,1,1637,Southpaw,167.64,170.18,32,0,0,0,Orthodox,165.1,172.72,28,1,1,0,Steve Perceval,43057,"Sydney, New South Wales, Australia",FALSE,0,0.52,0.33,29,15,3,1,0.8125,0.309375,0.0625,77.25,27.1875,0.9375,0.0625
Fabricio Werdum,Marcin Tybura,Red,Heavyweight,10,4,3,1,1638,Orthodox,190.5,198.12,32,1,2,0,Orthodox,193.04,195.58,40,3,4,3,Leon Roberts,43057,"Sydney, New South Wales, Australia",FALSE,0.125,0.55125,0.49625,161.875,111.375,2.375,1.375,0.392578125,0.2433032227,0.5974658203,76.17626953,46.42578125,1.885253906,0.8012695313
Nik Lentz,Will Brooks,Red,Lightweight,11,7,1,2,1639,Orthodox,177.8,182.88,31,1,0,0,Orthodox,172.72,172.72,33,8,2,1,Jim Perdios,43057,"Sydney, New South Wales, Australia",FALSE,0,0.7675,0.165,61.25,40.25,3.5,1.25,0.0078125,0.4935318756,0.2962657166,88.68507385,56.18799591,4.655807495,1.95614624
Rashad Coulter,Tai Tuivasa,Blue,Heavyweight,0,1,0,0,1640,Southpaw,187.96,190.5,24,0,0,0,Orthodox,180.34,193.04,35,0,0,0,John Sharp,43057,"Sydney, New South Wales, Australia",FALSE,,,,,,,,0,0.43,0,83,36,0,0
Damien Brown,Frank Camacho,Blue,Lightweight,2,2,0,1,1641,Orthodox,177.8,185.42,28,0,0,0,Orthodox,177.8,172.72,32,1,1,0,John Sharp,43057,"Sydney, New South Wales, Australia",FALSE,0,0.29,1,143,56,1,1,0.25,0.39,0.04125,75.75,30,0.625,0.125
Jenel Lausa,Eric Shelton,Blue,Flyweight,1,1,0,2,1642,Orthodox,167.64,172.72,26,0,0,0,Orthodox,165.1,172.72,29,1,0,0,Steve Perceval,43057,"Sydney, New South Wales, Australia",FALSE,0,0.345,0.415,115,54.5,7,2.5,1,0.415,0.5,91,50.5,0.5,0.5
Anthony Hamilton,Adam Wieczorek,Blue,Heavyweight,3,6,0,0,1643,Orthodox,195.58,205.74,25,0,0,0,Orthodox,195.58,193.04,37,1,2,0,Leon Roberts,43057,"Sydney, New South Wales, Australia",FALSE,,,,,,,,0.0625,0.1642578125,0.0774609375,17.67578125,8.8125,0.46484375,0.19140625
Alex Chambers,Nadia Kassem,Blue,WomenStrawweight,1,2,0,0,1644,Southpaw,165.1,167.64,22,0,0,0,Southpaw,160.02,160.02,39,0,0,1,Jim Perdios,43057,"Sydney, New South Wales, Australia",FALSE,,,,,,,,0,0.615,0.35,78,49.25,3.5,0.75
John Dodson,Marlon Moraes,Blue,Bantamweight,8,3,0,1,1645,Orthodox,167.64,170.18,29,0,0,0,Orthodox,160.02,167.64,33,3,4,0,Bill Bookwalter,43050,"Norfolk, Virginia, USA",FALSE,0,0.29,0,150,44,2,0,0.1650390625,0.5170410156,0.05833984375,118.7060547,60.55371094,2.328125,0.146484375
Raphael Assuncao,Matthew Lopez,Red,Bantamweight,9,2,2,1,1646,Southpaw,170.18,175.26,30,1,1,0,Orthodox,165.1,167.64,35,7,1,1,Keith Peterson,43050,"Norfolk, Virginia, USA",FALSE,0,0.615,0.9575,67.5,49.25,2.25,2,0.001953125,0.3596386719,0.05692382813,129.0361328,47.76757813,1.3828125,0.2451171875
Nate Marquardt,Cezar Ferreira,Blue,Middleweight,13,11,7,4,1647,Southpaw,185.42,198.12,32,5,0,2,Orthodox,182.88,187.96,38,4,6,3,Dan Miragliotta,43050,"Norfolk, Virginia, USA",FALSE,0.001953125,0.3454980469,0.6781835938,53.28808594,27.77050781,4.4453125,2.740234375,0.1602134705,0.4987789047,0.5045886374,95.99002481,54.76132679,1.846378922,1.01006639
Matt Brown,Diego Sanchez,Red,Welterweight,13,10,16,10,1648,Southpaw,177.8,182.88,35,11,5,0,Orthodox,182.88,190.5,36,2,9,2,Dan Miragliotta,43050,"Norfolk, Virginia, USA",FALSE,0.003952980042,0.3874472171,0.03090984046,52.20642248,26.90139365,0.9369146228,0.1652157903,0.5050163269,0.4974425578,0.07543196201,85.90172887,47.59218216,1.484713554,0.1353080273
Tatiana Suarez,Viviane Pereira,Red,WomenStrawweight,1,0,2,0,1649,Orthodox,154.94,160.02,24,2,0,0,Southpaw,165.1,167.64,26,0,0,1,Mike King,43050,"Norfolk, Virginia, USA",FALSE,0,0.315,0.5,177,71.5,0.5,0.5,0,0.84,1,43,38,3,3
Dustin Poirier,Anthony Pettis,Red,Lightweight,13,5,7,5,1650,Orthodox,177.8,182.88,30,2,2,3,Southpaw,175.26,182.88,28,5,5,3,Keith Peterson,43050,"Norfolk, Virginia, USA",FALSE,0.0029296875,0.5393017578,0.2503222656,146.5571289,85.26416016,1.707519531,0.5029296875,0.17578125,0.4919592285,0.2758693695,147.7701492,76.77935791,1.007743835,0.8921737671
Joe Lauzon,Clay Guida,Blue,Lightweight,14,10,13,11,1651,Orthodox,170.18,177.8,35,8,1,4,Orthodox,177.8,180.34,33,2,4,7,Mike King,43050,"Norfolk, Virginia, USA",FALSE,0.2656269073,0.3797386825,0.2911017907,169.293115,90.26296163,6.639163494,1.564195514,0.06253063679,0.4969493759,0.592528547,100.1865447,59.14746571,4.656098008,3.154822111
Junior Albini,Andrei Arlovski,Blue,Heavyweight,1,0,14,9,1652,Orthodox,190.5,195.58,38,3,9,2,Orthodox,190.5,187.96,26,0,1,0,Bill Bookwalter,43050,"Norfolk, Virginia, USA",FALSE,0.01231479645,0.4724102592,0.06347680092,54.95531917,31.36733818,1.253052235,0.1259768009,1,0.6,0,42,28,0,0
Darren Stewart,Karl Roberson,Blue,Middleweight,0,2,0,0,1653,Southpaw,185.42,187.96,27,0,0,0,Orthodox,182.88,187.96,26,0,0,0,Mike King,43050,"Norfolk, Virginia, USA",FALSE,,,,,,,,0,0.56,0.35,63.5,38,3.5,1
Angela Hill,Nina Ansaroff,Blue,WomenStrawweight,2,3,1,2,1654,Orthodox,165.1,162.56,31,0,0,1,Orthodox,160.02,162.56,32,2,0,0,Keith Peterson,43050,"Norfolk, Virginia, USA",FALSE,0,0.4875,0.625,144.75,84.5,1.25,0.75,0.3125,0.47375,0.5,136.5625,72.125,0.5625,0.5
Sage Northcutt,Michel Quinones,Red,Lightweight,3,2,0,1,1655,Orthodox,177.8,185.42,32,0,0,0,Orthodox,182.88,180.34,21,1,1,1,Dan Miragliotta,43050,"Norfolk, Virginia, USA",FALSE,0,0.2,0,79,16,0,0,0.5,0.581875,0.15,60,43.375,1.8125,0.3125
Court McGee,Sean Strickland,Blue,Welterweight,7,5,5,2,1656,Orthodox,185.42,193.04,26,3,1,1,Orthodox,180.34,190.5,32,5,0,2,Elvis Bello,43050,"Norfolk, Virginia, USA",FALSE,0.1875,0.3253125,0.15359375,152.734375,56.390625,1.140625,0.40625,0,0.3509228516,0.2658642578,158.921875,71.046875,6.957519531,1.786621094
Jake Collier,Marcel Fortuna,Red,LightHeavyweight,2,3,1,1,1657,Orthodox,185.42,187.96,32,0,1,0,Orthodox,190.5,198.12,29,1,1,0,Bill Bookwalter,43050,"Norfolk, Virginia, USA",FALSE,0.5,0.505,0,72,39.5,1.5,0,0.375,0.486875,0.09125,84,44.75,2.5625,0.375
Joanna Jedrzejczyk,Rose Namajunas,Blue,WomenStrawweight,8,0,4,2,1658,Orthodox,165.1,165.1,25,1,0,3,Orthodox,167.64,165.1,30,6,2,0,John McCarthy,43043,"New York City, New York, USA",TRUE,0.5,0.5409375,0.7365625,113.53125,60.34375,3.25,1.8125,0.0078125,0.560703125,0.3125,354.96875,205.40625,0.5,0.375
Ovince Saint Preux,Corey Anderson,Red,LightHeavyweight,9,5,6,3,1659,Orthodox,190.5,200.66,28,4,2,0,Southpaw,190.5,203.2,34,2,4,3,Dan Miragliotta,43043,"New York City, New York, USA",FALSE,0,0.370625,0.3622265625,94.796875,51.51953125,4.62109375,2.09765625,0.005859375,0.2254797363,0.1755273438,49.1529541,23.82263184,1.250488281,0.3937988281
Walt Harris,Mark Godbeer,Blue,Heavyweight,3,5,1,1,1660,Orthodox,193.04,195.58,33,1,0,0,Southpaw,195.58,195.58,34,0,3,0,Blake Grice,43043,"New York City, New York, USA",FALSE,0,0.5,0,94.5,53.5,0.5,0,0.421875,0.226640625,0,30.2265625,13.90625,0.1328125,0
Johny Hendricks,Paulo Costa,Blue,Middleweight,13,7,2,0,1661,Orthodox,185.42,182.88,26,0,2,0,Southpaw,175.26,175.26,34,8,5,0,John McCarthy,43043,"New York City, New York, USA",FALSE,0.5,0.605,0,60.5,36.5,0.5,0,0.0006580352783,0.3212483788,0.1377193069,88.81896973,38.27996635,1.602680206,1.016309738
Cody Garbrandt,TJ Dillashaw,Blue,Bantamweight,6,0,10,3,1662,Orthodox,167.64,170.18,31,4,5,1,Orthodox,172.72,165.1,26,2,4,0,Dan Miragliotta,43043,"New York City, New York, USA",TRUE,0.0654296875,0.4659350586,0.5074169922,268.9748535,142.215332,5.769775391,2.966552734,1.53125,0.37375,0.1509375,123.96875,45.875,2.28125,0.625
James Vick,Joe Duffy,Red,Lightweight,7,1,4,1,1663,Orthodox,177.8,185.42,29,1,1,2,Orthodox,190.5,193.04,30,3,1,3,Todd Ronald Anderson,43043,"New York City, New York, USA",FALSE,0.3125,0.34625,0,107.5625,40.3125,0,0,0.5078125,0.37265625,0.125,66.3515625,29.1640625,0.5390625,0.25
Stephen Thompson,Jorge Masvidal,Red,Welterweight,8,3,9,5,1664,Orthodox,180.34,187.96,32,5,3,1,Orthodox,182.88,190.5,34,3,5,0,Dan Miragliotta,43043,"New York City, New York, USA",FALSE,0.572265625,0.5864794922,0.08341674805,102.0274658,62.42810059,0.216796875,0.1166992188,0.1572265625,0.3630761719,0.0151953125,166.890625,67.72851563,0.359375,0.04296875
Michael Bisping,Georges St-Pierre,Blue,Middleweight,20,7,19,2,1665,Orthodox,180.34,193.04,36,12,5,2,Orthodox,185.42,190.5,38,10,10,0,John McCarthy,43043,"New York City, New York, USA",TRUE,0.01379585266,0.501161871,0.5812144756,255.3891592,152.1945219,8.786566734,5.160419464,0.6328738034,0.3686470515,0.0002585971355,254.9252174,95.53065471,0.1650336981,0.002432197332
Aleksei Oleinik,Curtis Blaydes,Blue,Heavyweight,4,1,2,2,1666,Orthodox,193.04,203.2,26,1,1,0,Orthodox,187.96,203.2,40,0,1,3,Blake Grice,43043,"New York City, New York, USA",FALSE,0,0.52875,0.345,147.75,82.5,10.5,2.875,0.5625,0.52625,0.461875,105.8125,79.4375,3.125,2.0625
Randy Brown,Mickey Gall,Red,Welterweight,3,2,3,0,1667,Switch,187.96,187.96,25,0,0,3,Orthodox,190.5,198.12,27,1,1,1,Todd Ronald Anderson,43043,"New York City, New York, USA",FALSE,0.75,0.53,0.75,31,21.75,1.25,1.25,0.25,0.4125,0.306875,115.8125,52.5625,0.9375,0.4375
Aiemann Zahabi,Ricardo Ramos,Blue,Bantamweight,1,0,1,0,1668,Orthodox,175.26,182.88,22,1,0,0,Orthodox,172.72,172.72,29,1,0,0,Todd Ronald Anderson,43043,"New York City, New York, USA",FALSE,1,0.51,0,99,55,1,0,1,0.39,0,113,45,0,0
Thiago Santos,Jack Hermansson,Red,Middleweight,7,4,3,1,1669,Orthodox,185.42,195.58,29,1,2,0,Orthodox,187.96,193.04,33,1,6,0,Jerin Valel,43036,"Sao Paulo, Sao Paulo, Brazil",FALSE,0,0.6525,0.77,74.125,51.125,1.5,0.875,0.3251953125,0.4417871094,0.1328125,84.9921875,43.44140625,0.5361328125,0.265625
Francisco Trinaldo,Jim Miller,Red,Lightweight,11,4,17,10,1670,Southpaw,172.72,180.34,34,8,3,6,Southpaw,175.26,177.8,39,6,2,2,Osiris Maia,43036,"Sao Paulo, Sao Paulo, Brazil",FALSE,4.17E-06,0.4385516505,0.2994287933,122.4939563,59.7811262,4.378080368,1.290518776,0.03179931641,0.4649389648,0.1740966797,92.52587891,49.41290283,1.975463867,0.587890625
Antonio Carlos Junior,Jack Marshman,Red,Middleweight,5,3,2,1,1671,Orthodox,182.88,185.42,27,1,1,0,Orthodox,187.96,200.66,27,2,0,3,Osiris Maia,43036,"Sao Paulo, Sao Paulo, Brazil",FALSE,0.75,0.3175,0,152,56.75,0,0,0,0.47296875,0.669453125,77.5859375,46.0859375,6.25,2.609375
Vicente Luque,Niko Price,Red,Welterweight,4,2,2,1,1672,Orthodox,182.88,193.04,28,0,1,1,Orthodox,180.34,190.5,25,0,2,2,Fernando Portella,43036,"Sao Paulo, Sao Paulo, Brazil",FALSE,0.75,0.4,0.0625,46.5,15.25,1.25,0.25,0.375,0.4959375,0.19,48.71875,30.75,3.8125,1.25
Derek Brunson,Lyoto Machida,Red,Middleweight,8,3,14,7,1673,Southpaw,185.42,187.96,39,7,6,1,Southpaw,185.42,195.58,33,2,5,1,Osiris Maia,43036,"Sao Paulo, Sao Paulo, Brazil",FALSE,0.143201828,0.4881193066,0.01975379944,56.06137276,27.26093292,0.06848335266,0.03569030762,0.5712890625,0.4907128906,0.05275390625,65.53515625,39.88769531,3.147460938,0.525390625
Pedro Munhoz,Rob Font,Red,Bantamweight,4,3,4,1,1674,Orthodox,172.72,180.34,30,0,3,1,Orthodox,167.64,165.1,31,1,1,2,Mario Yamasaki,43036,"Sao Paulo, Sao Paulo, Brazil",FALSE,0.375,0.540625,0.5125,109.875,56.75,2.9375,1.3125,0,0.44,0.228125,115.859375,50.0625,6.734375,1.65625
Demian Maia,Colby Covington,Blue,Welterweight,19,7,7,1,1675,Orthodox,180.34,182.88,29,3,2,2,Southpaw,185.42,182.88,39,9,1,9,Jerin Valel,43036,"Sao Paulo, Sao Paulo, Brazil",FALSE,0.0625,0.503828125,0.586640625,156.4140625,97.8203125,13.765625,8.1796875,0.00390625,0.5276890513,0.2559902203,85.92530069,45.68215662,14.71306497,1.46441707
John Lineker,Marlon Vera,Red,Bantamweight,10,3,4,2,1676,Switch,172.72,177.8,24,1,1,2,Orthodox,160.02,170.18,27,4,5,1,Mario Yamasaki,43036,"Sao Paulo, Sao Paulo, Brazil",FALSE,0.375,0.39375,0.0825,63.59375,29.75,0.78125,0.21875,0.2963867188,0.391574707,0.2861328125,161.1772461,61.60351563,1.158203125,0.580078125
Hacran Dias,Jared Gordon,Blue,Lightweight,3,4,1,0,1677,Orthodox,175.26,172.72,29,0,1,0,Orthodox,172.72,175.26,33,3,0,0,Fernando Portella,43036,"Sao Paulo, Sao Paulo, Brazil",FALSE,0,0.55,0.66,182,115,6,4,0,0.40859375,0.26484375,98.421875,49.65625,8.734375,2.84375
Deiveson Figueiredo,Jarred Brooks,Red,Flyweight,1,0,1,0,1678,Switch,160.02,157.48,24,1,0,0,Orthodox,165.1,172.72,29,0,1,0,Mario Yamasaki,43036,"Sao Paulo, Sao Paulo, Brazil",FALSE,0,0.33,0.62,87,32,8,5,1,0.65,0.66,31,21,3,2
Elizeu Zaleski dos Santos,Max Griffin,Red,Welterweight,3,1,1,1,1679,Orthodox,180.34,193.04,31,0,1,0,Orthodox,180.34,185.42,30,2,1,0,Jerin Valel,43036,"Sao Paulo, Sao Paulo, Brazil",FALSE,0,0.435,0,44,24,0,0,0,0.37,0.32,178.625,70.625,4.375,0.75
Marcelo Golm,Christian Colombo,Red,Heavyweight,0,0,0,2,1680,Orthodox,195.58,,37,0,0,0,Orthodox,190.5,190.5,25,0,0,0,Fernando Portella,43036,"Sao Paulo, Sao Paulo, Brazil",FALSE,0,0.34,0,122.5,74,0.5,0,,,,,,,
Jan Blachowicz,Devin Clark,Red,LightHeavyweight,2,4,2,1,1681,Orthodox,182.88,190.5,27,2,0,0,Orthodox,187.96,198.12,34,1,1,0,Marc Goddard,43029,"Gdansk, Poland",FALSE,0.25,0.6075,0.575,156.75,115.75,5.25,2.5,0.5,0.484375,0.4375,123.28125,70.5625,1.90625,1.0625
Artem Lobov,Andre Fili,Blue,Featherweight,2,3,4,4,1682,Orthodox,180.34,187.96,27,2,2,0,Southpaw,175.26,165.1,31,2,0,0,Marc Goddard,43029,"Gdansk, Poland",FALSE,0.3125,0.355390625,0.269453125,152.25,60.9765625,2.0390625,0.546875,0,0.428125,0.375,211.25,99.1875,4.375,1.25
Karolina Kowalkiewicz,Jodie Esquibel,Red,WomenStrawweight,3,2,0,0,1683,Orthodox,154.94,162.56,31,0,0,0,Orthodox,160.02,162.56,32,3,0,0,Leon Roberts,43029,"Gdansk, Poland",FALSE,,,,,,,,0,0.27,0,147.9375,54.5,0.3125,0
Donald Cerrone,Darren Till,Blue,Welterweight,19,6,3,1,1684,Southpaw,182.88,187.96,24,2,1,0,Orthodox,185.42,185.42,34,6,8,5,Marc Goddard,43029,"Gdansk, Poland",FALSE,0.375,0.53375,0.665,78.25,42.625,1.875,1,0.4071984291,0.4878590566,0.1422837609,137.7214885,71.52348572,5.836741745,0.6436931491
Sam Alvey,Ramazan Emeev,Blue,Middleweight,8,4,0,0,1685,Southpaw,177.8,193.04,30,0,0,0,Southpaw,187.96,190.5,31,3,4,1,Lukasz Bosacki,43029,"Gdansk, Poland",FALSE,,,,,,,,0.0654296875,0.4128759766,0,102.940918,50.40429688,0.25,0
Oskar Piechota,Jonathan Wilson,Red,Middleweight,0,0,1,2,1686,Southpaw,187.96,190.5,30,0,1,0,Southpaw,182.88,193.04,27,0,0,0,Leon Roberts,43029,"Gdansk, Poland",FALSE,0.5,0.485,0.25,67.5,34.75,0.25,0.25,,,,,,,
Damian Stasiak,Brian Kelleher,Blue,Bantamweight,2,2,1,1,1687,Switch,167.64,167.64,31,0,0,1,Orthodox,165.1,177.8,27,0,0,2,Piotr Michalak,43029,"Gdansk, Poland",FALSE,0,0.38,0.165,18.5,9,1.5,0.5,0,0.365,0.4625,91,28.875,5.75,2.375
Marcin Held,Nasrat Haqparast,Red,Lightweight,0,3,0,0,1688,Southpaw,177.8,182.88,22,0,0,0,Orthodox,175.26,180.34,25,0,0,0,Piotr Michalak,43029,"Gdansk, Poland",FALSE,,,,,,,,0,0.3925,0.75,102,53.25,3.75,3.25
Salim Touahri,Warlley Alves,Blue,Welterweight,0,0,4,2,1689,Orthodox,180.34,182.88,26,1,0,3,Orthodox,177.8,182.88,28,0,0,0,Tomasz Bronder,43029,"Gdansk, Poland",FALSE,0.03125,0.43375,0.093125,80.6875,38.15625,0.8125,0.21875,,,,,,,
Felipe Arantes,Josh Emmett,Blue,Featherweight,5,5,2,1,1690,Orthodox,167.64,177.8,32,2,0,0,Orthodox,172.72,185.42,29,2,1,2,Tomasz Bronder,43029,"Gdansk, Poland",FALSE,0,0.3625,0.165,154,59.75,4,2,0.03125,0.4733203125,0.06109375,53.07226563,29.17578125,0.6171875,0.2734375
Lina Lansberg,Aspen Ladd,Blue,WomenBantamweight,1,1,0,0,1691,Orthodox,167.64,167.64,22,0,0,0,Orthodox,170.18,165.1,35,1,0,0,Lukasz Bosacki,43029,"Gdansk, Poland",FALSE,,,,,,,,0,0.575,0.07,98.5,60,4,0.5
Mara Romero Borella,Kalindra Faria,Red,WomenFlyweight,0,0,0,0,1692,Switch,170.18,,31,0,0,0,Orthodox,167.64,175.26,31,0,0,0,Jason Herzog,43015,"Las Vegas, Nevada, USA",FALSE,,,,,,,,,,,,,,
Tom Duquesnoy,Cody Stamann,Blue,Bantamweight,1,0,1,0,1693,Orthodox,167.64,162.56,27,1,0,0,Orthodox,170.18,172.72,24,0,1,0,Chris Tognoni,43015,"Las Vegas, Nevada, USA",FALSE,0,0.58,0.66,194,124,12,8,2,0.73,0,49,36,0,0
Fabricio Werdum,Walt Harris,Red,Heavyweight,9,4,3,4,1694,Southpaw,195.58,195.58,34,0,3,0,Orthodox,193.04,195.58,40,3,4,2,Herb Dean,43015,"Las Vegas, Nevada, USA",FALSE,0.84375,0.45328125,0,60.453125,27.8125,0.265625,0,0.78515625,0.4866064453,0.1949316406,151.3525391,92.8515625,2.770507813,0.6025390625
Lando Vannata,Bobby Green,Draw,Lightweight,1,2,4,3,1695,Orthodox,177.8,180.34,31,2,1,1,Orthodox,175.26,180.34,25,0,1,0,Herb Dean,43015,"Las Vegas, Nevada, USA",FALSE,0.015625,0.48109375,0.03125,128.6875,70.734375,3.578125,0.109375,0.5,0.4325,0.5,108,52.5,1,0.5
Beneil Dariush,Evan Dunham,Draw,Lightweight,8,3,11,6,1696,Southpaw,177.8,177.8,35,8,1,1,Southpaw,177.8,182.88,28,4,1,3,Dan Miragliotta,43015,"Las Vegas, Nevada, USA",FALSE,3.05E-05,0.4794351196,0.3313381958,287.6994781,152.3739624,7.203140259,2.469284058,0.2509765625,0.4744433594,0.0344921875,114.9101563,55.16699219,3.069335938,0.1171875
Demetrious Johnson,Ray Borg,Red,Flyweight,14,2,5,2,1697,Orthodox,162.56,160.02,24,3,0,2,Orthodox,160.02,167.64,31,8,2,4,Dan Miragliotta,43015,"Las Vegas, Nevada, USA",TRUE,0,0.4625,0.25375,84.328125,47.515625,6.515625,1.5625,0.1291503906,0.5562643433,0.4842034912,168.9177246,110.763031,4.347167969,2.484893799
Pearl Gonzalez,Poliana Botelho,Blue,WomenStrawweight,0,1,0,0,1698,Orthodox,172.72,170.18,28,0,0,0,Orthodox,162.56,,31,0,0,0,Jason Herzog,43015,"Las Vegas, Nevada, USA",FALSE,,,,,,,,0,0.33,0.66,118,43,3,2
Tony Ferguson,Kevin Lee,Red,Lightweight,12,1,9,2,1699,Orthodox,175.26,195.58,25,4,1,4,Orthodox,180.34,193.04,33,4,2,5,Herb Dean,43015,"Las Vegas, Nevada, USA",TRUE,0,0.5995800781,0.6736425781,54.12011719,36.34082031,3.947265625,1.754882813,0.06665039063,0.5018652344,0.04947753906,262.0439453,134.1259766,1.369384766,0.0517578125
John Moraga,Bibulatov Magomed,Red,Flyweight,6,5,1,0,1700,Orthodox,165.1,165.1,29,1,0,0,Orthodox,167.64,167.64,33,2,1,3,Jason Herzog,43015,"Las Vegas, Nevada, USA",FALSE,0,0.44,0.28,165,94,7,2,0.0009765625,0.4840625,0.5591796875,112.2724609,58.25878906,2.84765625,1.28515625
Matt Schnell,Marco Beltran,Red,Flyweight,0,2,3,2,1701,Orthodox,172.72,175.26,31,2,0,1,Orthodox,172.72,177.8,27,0,0,0,Chris Tognoni,43015,"Las Vegas, Nevada, USA",FALSE,0.125,0.395625,0.078125,44.5,21.25,0.3125,0.125,0,0.41,0.5,48,26,0.5,0.5
Thales Leites,Brad Tavares,Blue,Middleweight,12,6,10,4,1702,Orthodox,185.42,187.96,29,9,1,0,Orthodox,185.42,198.12,36,5,2,5,Chris Tognoni,43015,"Las Vegas, Nevada, USA",FALSE,0.0001220703125,0.4153320312,0.2300634766,79.48388672,38.03674316,1.730102539,0.5845947266,0.01178741455,0.4687316895,0.1734104156,63.64589691,34.69410706,7.698379517,1.435089111
Takanori Gomi,Dong Hyun Ma,Blue,Lightweight,4,8,1,2,1703,Orthodox,180.34,177.8,29,1,0,0,Southpaw,170.18,177.8,39,2,2,0,Steve Perceval,43000,"Saitama, Saitama, Japan",FALSE,0,0.5425,0.665,131.25,86.75,3.5,2.5,0.00830078125,0.1312109375,0.00390625,20.19970703,8.330566406,0.01806640625,0.0078125
Teruto Ishihara,Rolando Dy,Red,Featherweight,2,3,0,1,1704,Orthodox,172.72,175.26,27,0,0,0,Southpaw,170.18,175.26,26,0,2,0,John Sharp,43000,"Saitama, Saitama, Japan",FALSE,0,0.3,0.25,66,21,4,1,0.5625,0.535,0,59.375,29.875,1.1875,0
Jussier Formiga,Yuta Sasaki,Red,Flyweight,5,4,3,3,1705,Southpaw,177.8,180.34,27,0,0,3,Orthodox,165.1,170.18,32,4,0,1,Leon Roberts,43000,"Saitama, Saitama, Japan",FALSE,0,0.429375,0.405625,68.0625,34.53125,3.46875,1.59375,0.0625,0.37953125,0.153984375,81.52734375,44.8828125,3.17578125,0.59375
Syuri Kondo,Chan-Mi Jeon,Red,WomenStrawweight,0,0,0,1,1706,Orthodox,165.1,,20,0,0,0,Orthodox,162.56,167.64,28,0,0,0,Steve Perceval,43000,"Saitama, Saitama, Japan",FALSE,0,0.36,0,252,93,0,0,,,,,,,
